CustomerID,R,F,M,Country,Cluster
13803.0,254,1,121,United Kingdom,loyal customer
13804.0,30,7,1498,United Kingdom,new customer
13805.0,51,2,1900,United Kingdom,new customer
13806.0,63,1,56,United Kingdom,new customer
13807.0,366,1,36,United Kingdom,loyal customer
13808.0,5,5,782,United Kingdom,new customer
13809.0,304,1,29,Cyprus,loyal customer
13810.0,28,3,312,Germany,new customer
13811.0,183,3,68,Germany,loyal customer
13812.0,41,3,333,Germany,new customer
13813.0,39,4,552,Germany,new customer
13814.0,91,2,864,Germany,new customer
13815.0,21,4,2560,Germany,new customer
13816.0,23,2,269,Germany,new customer
13817.0,28,2,211,Germany,new customer
13819.0,301,3,1109,United Kingdom,loyal customer
13821.0,144,2,153,United Kingdom,loyal customer
13822.0,5,2,611,United Kingdom,new customer
13823.0,18,2,439,United Kingdom,new customer
13824.0,32,5,768,United Kingdom,new customer
13826.0,175,1,82,United Kingdom,loyal customer
13827.0,57,3,141,United Kingdom,new customer
13828.0,21,1,311,United Kingdom,new customer
13831.0,15,6,745,United Kingdom,new customer
13832.0,18,1,28,United Kingdom,new customer
13833.0,158,1,118,United Kingdom,loyal customer
13835.0,24,4,442,United Kingdom,new customer
13837.0,211,2,183,United Kingdom,loyal customer
13838.0,5,4,263,United Kingdom,new customer
13841.0,252,1,100,United Kingdom,loyal customer
13842.0,58,9,1768,United Kingdom,new customer
13844.0,10,1,196,United Kingdom,new customer
13845.0,64,1,182,United Kingdom,new customer
13846.0,24,3,388,United Kingdom,new customer
13848.0,91,3,3700,United Kingdom,new customer
13849.0,51,2,1016,United Kingdom,new customer
13850.0,128,1,944,United Kingdom,new customer
13851.0,95,3,1705,United Kingdom,new customer
13853.0,56,1,312,United Kingdom,new customer
13854.0,8,25,2296,United Kingdom,lost customer
13856.0,168,3,494,United Kingdom,loyal customer
13858.0,56,1,75,United Kingdom,new customer
13859.0,325,1,129,United Kingdom,loyal customer
13860.0,0,5,591,United Kingdom,new customer
13862.0,17,8,1688,United Kingdom,new customer
13863.0,247,1,224,United Kingdom,loyal customer
13865.0,57,4,204,United Kingdom,new customer
13866.0,73,1,57,United Kingdom,new customer
13867.0,30,3,513,United Kingdom,new customer
13868.0,6,2,1964,United Kingdom,new customer
13869.0,122,4,1721,United Kingdom,new customer
13870.0,1,8,1325,United Kingdom,new customer
13871.0,22,13,2806,United Kingdom,lost customer
13873.0,119,3,140,United Kingdom,new customer
13874.0,357,1,180,United Kingdom,loyal customer
13875.0,53,5,1316,United Kingdom,new customer
13876.0,63,1,36,United Kingdom,new customer
13877.0,85,1,108,United Kingdom,new customer
13878.0,54,1,475,United Kingdom,new customer
13880.0,20,13,1842,United Kingdom,new customer
13881.0,3,20,10118,United Kingdom,lost customer
13882.0,2,5,953,United Kingdom,new customer
13883.0,10,5,1436,United Kingdom,new customer
13884.0,6,5,300,United Kingdom,new customer
13885.0,188,2,182,United Kingdom,loyal customer
13886.0,70,1,126,United Kingdom,new customer
13887.0,203,1,147,United Kingdom,loyal customer
13888.0,119,2,258,United Kingdom,new customer
13889.0,92,1,146,United Kingdom,new customer
13890.0,0,10,831,United Kingdom,new customer
13892.0,26,4,983,United Kingdom,new customer
13893.0,297,1,190,United Kingdom,loyal customer
13894.0,23,3,354,United Kingdom,new customer
13895.0,27,4,1365,United Kingdom,new customer
13897.0,49,1,200,United Kingdom,new customer
13898.0,325,1,133,United Kingdom,loyal customer
13899.0,15,2,156,United Kingdom,new customer
13900.0,182,3,430,United Kingdom,loyal customer
13901.0,71,5,1739,United Kingdom,new customer
13904.0,36,2,332,United Kingdom,new customer
13908.0,79,4,1478,United Kingdom,new customer
13911.0,56,9,2731,United Kingdom,new customer
13914.0,11,2,380,United Kingdom,new customer
13917.0,49,2,228,United Kingdom,new customer
13918.0,49,2,1140,United Kingdom,new customer
13919.0,58,2,474,Denmark,new customer
13922.0,351,1,93,United Kingdom,loyal customer
13923.0,53,1,185,United Kingdom,new customer
13924.0,1,6,1575,United Kingdom,new customer
13925.0,92,4,331,United Kingdom,new customer
13926.0,22,1,104,United Kingdom,new customer
13927.0,74,1,214,United Kingdom,new customer
13928.0,10,4,129,United Kingdom,new customer
13929.0,168,2,143,United Kingdom,loyal customer
13930.0,57,2,274,United Kingdom,new customer
13931.0,95,2,725,United Kingdom,new customer
13932.0,294,1,72,United Kingdom,loyal customer
13933.0,108,2,205,United Kingdom,new customer
13934.0,263,1,390,United Kingdom,loyal customer
13936.0,179,1,330,United Kingdom,loyal customer
13937.0,168,1,123,United Kingdom,loyal customer
13938.0,34,1,70,United Kingdom,new customer
13939.0,22,3,847,United Kingdom,new customer
13940.0,16,4,516,United Kingdom,new customer
13941.0,21,5,2364,United Kingdom,new customer
13946.0,78,3,443,United Kingdom,new customer
13947.0,64,1,44,United Kingdom,new customer
13948.0,360,1,40,United Kingdom,loyal customer
13949.0,2,6,2474,United Kingdom,new customer
13950.0,10,4,323,United Kingdom,new customer
13951.0,175,3,459,United Kingdom,loyal customer
13952.0,217,2,1431,United Kingdom,loyal customer
13953.0,6,7,2724,United Kingdom,new customer
13954.0,1,2,150,United Kingdom,new customer
13955.0,153,2,154,United Kingdom,loyal customer
13956.0,4,5,491,United Kingdom,new customer
13959.0,78,3,357,United Kingdom,new customer
13960.0,20,2,142,United Kingdom,new customer
13962.0,21,2,87,United Kingdom,new customer
13963.0,307,4,460,United Kingdom,loyal customer
13967.0,145,1,42,United Kingdom,loyal customer
13969.0,6,18,4542,United Kingdom,lost customer
13971.0,18,8,1844,United Kingdom,new customer
13972.0,70,2,187,United Kingdom,new customer
13973.0,286,1,109,United Kingdom,loyal customer
13974.0,48,1,249,United Kingdom,new customer
13975.0,30,6,1732,United Kingdom,new customer
13976.0,206,1,154,United Kingdom,loyal customer
13978.0,14,2,315,United Kingdom,new customer
13979.0,72,1,639,United Kingdom,new customer
13980.0,59,1,172,United Kingdom,new customer
13982.0,38,4,1136,United Kingdom,new customer
13983.0,29,12,1183,United Kingdom,new customer
13984.0,26,5,679,United Kingdom,new customer
13985.0,3,15,3445,United Kingdom,lost customer
13986.0,16,1,430,United Kingdom,new customer
13988.0,19,6,3044,United Kingdom,new customer
13989.0,65,2,1313,United Kingdom,new customer
13990.0,212,1,190,United Kingdom,loyal customer
13991.0,11,6,998,United Kingdom,new customer
13992.0,29,1,64,United Kingdom,new customer
13993.0,42,9,900,United Kingdom,new customer
13994.0,3,6,940,United Kingdom,new customer
13995.0,14,5,879,United Kingdom,new customer
13999.0,9,12,2243,United Kingdom,new customer
14000.0,210,1,710,United Kingdom,loyal customer
14001.0,45,3,962,United Kingdom,new customer
14002.0,133,2,877,United Kingdom,new customer
14004.0,42,7,2668,United Kingdom,new customer
14005.0,9,5,2478,United Kingdom,new customer
14006.0,115,3,641,United Kingdom,new customer
14009.0,197,2,365,United Kingdom,loyal customer
14012.0,277,1,160,United Kingdom,loyal customer
14013.0,109,3,462,United Kingdom,new customer
14014.0,76,1,1076,United Kingdom,new customer
14015.0,52,1,378,United Kingdom,new customer
14016.0,161,4,2125,EIRE,loyal customer
14019.0,46,3,1037,United Kingdom,new customer
14020.0,16,2,441,United Kingdom,new customer
14021.0,154,3,192,United Kingdom,loyal customer
14022.0,224,1,487,United Kingdom,loyal customer
14023.0,6,2,345,United Kingdom,new customer
14024.0,121,2,150,United Kingdom,new customer
14027.0,60,1,62,United Kingdom,new customer
14029.0,62,2,198,United Kingdom,new customer
14030.0,17,8,1479,United Kingdom,new customer
14031.0,6,19,5788,United Kingdom,lost customer
14032.0,1,11,2032,United Kingdom,new customer
14034.0,21,3,423,United Kingdom,new customer
14035.0,28,5,739,United Kingdom,new customer
14036.0,284,1,268,United Kingdom,loyal customer
14037.0,175,2,46,United Kingdom,loyal customer
14038.0,77,3,965,United Kingdom,new customer
14039.0,32,1,92,United Kingdom,new customer
14040.0,40,12,1554,United Kingdom,new customer
14041.0,265,1,94,United Kingdom,loyal customer
14044.0,26,4,308,United Kingdom,new customer
14045.0,108,4,535,United Kingdom,new customer
14046.0,283,1,460,United Kingdom,loyal customer
14047.0,8,5,381,United Kingdom,new customer
14048.0,304,1,288,United Kingdom,loyal customer
14049.0,16,4,3870,United Kingdom,new customer
14050.0,31,2,689,United Kingdom,new customer
14051.0,0,23,3756,United Kingdom,lost customer
14052.0,19,1,89,United Kingdom,new customer
14053.0,123,2,215,United Kingdom,new customer
14054.0,64,1,62,United Kingdom,new customer
14055.0,105,1,216,United Kingdom,new customer
14056.0,0,23,4273,United Kingdom,lost customer
14057.0,23,17,4876,United Kingdom,lost customer
14059.0,266,1,128,United Kingdom,loyal customer
14060.0,4,19,5386,United Kingdom,lost customer
14062.0,9,12,5593,United Kingdom,lost customer
14064.0,28,5,1788,United Kingdom,new customer
14066.0,266,1,45,United Kingdom,loyal customer
14067.0,63,2,361,United Kingdom,new customer
14068.0,319,1,73,United Kingdom,loyal customer
14071.0,3,8,995,United Kingdom,new customer
14073.0,31,1,130,United Kingdom,new customer
14075.0,4,3,754,United Kingdom,new customer
14076.0,128,1,81,United Kingdom,new customer
14077.0,40,5,268,United Kingdom,new customer
14078.0,101,6,310,United Kingdom,new customer
14079.0,124,1,301,United Kingdom,new customer
14080.0,32,1,48,United Kingdom,new customer
14081.0,301,2,596,United Kingdom,loyal customer
14082.0,364,1,110,United Kingdom,loyal customer
14083.0,3,9,732,United Kingdom,new customer
14085.0,1,18,3184,United Kingdom,lost customer
14087.0,2,1,251,United Kingdom,new customer
14088.0,9,13,12665,United Kingdom,lost customer
14089.0,56,1,134,United Kingdom,new customer
14090.0,324,1,72,United Kingdom,loyal customer
14092.0,7,14,2066,United Kingdom,lost customer
14093.0,11,1,406,United Kingdom,new customer
14096.0,3,17,16352,United Kingdom,lost customer
14098.0,36,1,104,United Kingdom,new customer
14099.0,15,11,2179,United Kingdom,new customer
14100.0,137,1,64,United Kingdom,new customer
14101.0,73,6,6942,United Kingdom,new customer
14102.0,4,5,961,United Kingdom,new customer
14104.0,154,2,72,United Kingdom,loyal customer
14105.0,238,1,800,United Kingdom,loyal customer
14107.0,51,7,1793,United Kingdom,new customer
14108.0,30,2,381,United Kingdom,new customer
14109.0,72,1,88,United Kingdom,new customer
14110.0,3,12,2445,United Kingdom,new customer
14111.0,13,4,458,United Kingdom,new customer
14112.0,22,7,1651,United Kingdom,new customer
14113.0,3,4,745,United Kingdom,new customer
14114.0,273,2,101,United Kingdom,loyal customer
14116.0,19,5,707,United Kingdom,new customer
14117.0,143,1,72,United Kingdom,loyal customer
14121.0,3,4,2082,United Kingdom,new customer
14124.0,83,1,1618,United Kingdom,new customer
14125.0,10,3,1640,United Kingdom,new customer
14126.0,7,3,508,United Kingdom,new customer
14127.0,122,3,321,United Kingdom,new customer
14128.0,60,2,564,United Kingdom,new customer
14129.0,1,5,592,United Kingdom,new customer
14130.0,318,1,258,United Kingdom,loyal customer
14132.0,1,11,3368,United Kingdom,new customer
14133.0,129,3,348,United Kingdom,new customer
14135.0,1,15,3850,United Kingdom,lost customer
14138.0,1,2,610,United Kingdom,new customer
14139.0,45,1,510,United Kingdom,new customer
14140.0,3,2,811,United Kingdom,new customer
14141.0,2,4,355,United Kingdom,new customer
14142.0,372,1,313,United Kingdom,loyal customer
14143.0,133,1,30,United Kingdom,new customer
14145.0,46,4,756,United Kingdom,new customer
14146.0,8,5,2437,United Kingdom,new customer
14147.0,77,2,108,United Kingdom,new customer
14148.0,233,1,16,United Kingdom,loyal customer
14149.0,220,1,218,United Kingdom,loyal customer
14150.0,35,2,496,United Kingdom,new customer
14152.0,74,2,711,United Kingdom,new customer
14154.0,238,2,465,United Kingdom,loyal customer
14155.0,265,1,25,United Kingdom,loyal customer
14156.0,9,55,57885,EIRE,potential loyal customer
14157.0,19,2,284,United Kingdom,new customer
14158.0,39,1,781,United Kingdom,new customer
14159.0,19,11,4408,United Kingdom,new customer
14161.0,215,3,455,United Kingdom,loyal customer
14162.0,173,2,142,United Kingdom,loyal customer
14163.0,86,4,893,United Kingdom,new customer
14164.0,70,2,1033,United Kingdom,new customer
14165.0,275,1,54,United Kingdom,loyal customer
14167.0,38,4,150,United Kingdom,new customer
14171.0,97,1,167,United Kingdom,new customer
14173.0,10,4,150,United Kingdom,new customer
14174.0,32,1,94,United Kingdom,new customer
14175.0,59,3,1515,United Kingdom,new customer
14176.0,296,4,209,United Kingdom,loyal customer
14177.0,85,4,205,United Kingdom,new customer
14178.0,8,7,1505,United Kingdom,new customer
14179.0,40,2,330,United Kingdom,new customer
14180.0,10,25,719,United Kingdom,lost customer
14184.0,66,1,127,United Kingdom,new customer
14185.0,330,1,6,United Kingdom,loyal customer
14188.0,30,6,1162,United Kingdom,new customer
14189.0,1,15,3937,United Kingdom,lost customer
14191.0,1,13,3662,United Kingdom,lost customer
14193.0,67,2,445,United Kingdom,new customer
14194.0,4,21,5840,United Kingdom,lost customer
14195.0,201,2,760,United Kingdom,loyal customer
14196.0,106,1,142,United Kingdom,new customer
14198.0,17,4,290,United Kingdom,new customer
14199.0,217,1,28,United Kingdom,loyal customer
14201.0,59,7,590,United Kingdom,new customer
14204.0,1,1,82,United Kingdom,new customer
14205.0,16,2,204,United Kingdom,new customer
14206.0,238,1,276,United Kingdom,loyal customer
14208.0,94,1,114,United Kingdom,new customer
14209.0,10,6,691,United Kingdom,new customer
14210.0,105,6,760,United Kingdom,new customer
14211.0,52,9,1242,United Kingdom,new customer
14212.0,89,1,1152,United Kingdom,new customer
14214.0,30,5,751,United Kingdom,new customer
14215.0,11,6,1358,United Kingdom,new customer
14216.0,2,4,594,United Kingdom,new customer
14217.0,1,17,689,United Kingdom,lost customer
14218.0,42,1,160,United Kingdom,new customer
14219.0,3,1,78,United Kingdom,new customer
14220.0,246,2,272,United Kingdom,loyal customer
14221.0,41,9,2191,United Kingdom,new customer
14222.0,176,1,607,United Kingdom,loyal customer
14223.0,91,3,585,United Kingdom,new customer
14224.0,109,4,514,United Kingdom,new customer
14226.0,28,5,1308,United Kingdom,new customer
14227.0,25,10,1820,United Kingdom,new customer
14229.0,51,3,610,United Kingdom,new customer
14231.0,183,3,409,United Kingdom,loyal customer
14232.0,42,5,1941,United Kingdom,new customer
14233.0,48,4,680,United Kingdom,new customer
14234.0,21,4,963,United Kingdom,new customer
14235.0,74,5,1959,United Kingdom,new customer
14236.0,80,2,310,United Kingdom,new customer
14237.0,372,1,38,United Kingdom,loyal customer
14238.0,325,1,111,United Kingdom,loyal customer
14239.0,42,11,993,United Kingdom,new customer
14240.0,29,2,418,United Kingdom,new customer
14241.0,183,1,146,United Kingdom,loyal customer
14242.0,234,2,123,United Kingdom,loyal customer
14243.0,8,10,1221,United Kingdom,new customer
14245.0,219,2,976,United Kingdom,loyal customer
14246.0,110,3,804,United Kingdom,new customer
14247.0,277,1,47,United Kingdom,loyal customer
14248.0,317,1,102,United Kingdom,loyal customer
14250.0,6,3,1200,United Kingdom,new customer
14251.0,1,5,1674,United Kingdom,new customer
14256.0,259,2,414,United Kingdom,loyal customer
14257.0,63,5,1682,United Kingdom,new customer
14258.0,8,9,7100,United Kingdom,new customer
14259.0,141,1,68,United Kingdom,new customer
14261.0,50,2,406,United Kingdom,new customer
14262.0,7,8,1645,United Kingdom,new customer
14264.0,154,2,70,United Kingdom,loyal customer
14265.0,108,2,330,Unspecified,new customer
14267.0,162,3,530,United Kingdom,loyal customer
14270.0,331,1,197,United Kingdom,loyal customer
14271.0,225,1,88,United Kingdom,loyal customer
14272.0,73,2,599,United Kingdom,new customer
14273.0,50,4,264,United Kingdom,new customer
14276.0,98,3,744,United Kingdom,new customer
14277.0,14,3,1984,France,new customer
14280.0,196,1,52,United Kingdom,loyal customer
14282.0,2,15,2668,United Kingdom,lost customer
14284.0,30,2,161,United Kingdom,new customer
14285.0,20,4,541,United Kingdom,new customer
14286.0,23,3,4338,United Kingdom,new customer
14287.0,7,3,261,United Kingdom,new customer
14288.0,212,1,188,United Kingdom,loyal customer
14289.0,8,6,292,United Kingdom,new customer
14290.0,10,5,915,United Kingdom,new customer
14291.0,1,11,2749,United Kingdom,new customer
14292.0,7,9,1663,United Kingdom,new customer
14293.0,2,4,709,United Kingdom,new customer
14295.0,39,1,84,United Kingdom,new customer
14297.0,17,4,865,United Kingdom,new customer
14298.0,7,44,58343,United Kingdom,potential loyal customer
14299.0,7,9,2149,United Kingdom,new customer
14300.0,18,1,32,United Kingdom,new customer
14301.0,116,1,606,United Kingdom,new customer
14304.0,222,1,139,United Kingdom,loyal customer
14305.0,70,3,1089,United Kingdom,new customer
14306.0,50,2,1075,United Kingdom,new customer
14307.0,88,6,2058,United Kingdom,new customer
14309.0,7,9,1633,United Kingdom,new customer
14311.0,242,1,146,United Kingdom,loyal customer
14312.0,46,6,1012,United Kingdom,new customer
14314.0,106,1,296,United Kingdom,new customer
14315.0,44,6,1021,United Kingdom,new customer
14317.0,64,1,255,United Kingdom,new customer
14320.0,206,2,325,United Kingdom,loyal customer
14321.0,10,5,2406,United Kingdom,new customer
14323.0,114,2,350,United Kingdom,new customer
14326.0,241,1,103,United Kingdom,loyal customer
14327.0,162,1,139,United Kingdom,loyal customer
14329.0,16,7,3095,United Kingdom,new customer
14331.0,123,2,252,United Kingdom,new customer
14332.0,22,3,481,United Kingdom,new customer
14333.0,67,1,58,United Kingdom,new customer
14334.0,16,8,1731,United Kingdom,new customer
14335.0,15,2,379,Germany,new customer
14336.0,16,4,1759,United Kingdom,new customer
14338.0,160,2,335,United Kingdom,loyal customer
14339.0,242,1,168,United Kingdom,loyal customer
14340.0,218,1,58,United Kingdom,loyal customer
14341.0,44,8,1403,United Kingdom,new customer
14342.0,20,4,347,United Kingdom,new customer
14344.0,126,8,477,United Kingdom,new customer
14345.0,38,1,50,United Kingdom,new customer
14346.0,120,2,605,United Kingdom,new customer
14348.0,259,1,183,United Kingdom,loyal customer
14349.0,9,1,86,United Kingdom,new customer
14350.0,273,1,183,United Kingdom,loyal customer
14351.0,164,1,12,United Kingdom,loyal customer
14352.0,156,4,538,United Kingdom,loyal customer
14353.0,214,1,64,United Kingdom,loyal customer
14354.0,5,2,210,United Kingdom,new customer
14355.0,365,1,92,United Kingdom,loyal customer
14356.0,79,2,277,United Kingdom,new customer
14357.0,42,1,148,United Kingdom,new customer
14359.0,18,3,371,United Kingdom,new customer
14360.0,31,4,1151,United Kingdom,new customer
14362.0,21,1,100,United Kingdom,new customer
14364.0,108,8,1967,United Kingdom,new customer
14367.0,7,16,4438,United Kingdom,lost customer
14368.0,319,1,36,United Kingdom,loyal customer
14371.0,294,1,34,United Kingdom,loyal customer
14373.0,357,1,17,United Kingdom,loyal customer
14375.0,184,1,194,United Kingdom,loyal customer
14377.0,190,2,219,United Kingdom,loyal customer
14379.0,43,2,292,United Kingdom,new customer
14381.0,51,1,146,United Kingdom,new customer
14382.0,25,1,1237,United Kingdom,new customer
14383.0,37,3,817,United Kingdom,new customer
14385.0,8,3,159,United Kingdom,new customer
14386.0,296,1,54,United Kingdom,loyal customer
14387.0,32,3,819,United Kingdom,new customer
14388.0,9,8,1941,United Kingdom,new customer
14389.0,64,2,729,United Kingdom,new customer
14390.0,9,9,2136,United Kingdom,new customer
14393.0,217,1,13,United Kingdom,loyal customer
14395.0,1,9,1693,United Kingdom,new customer
14396.0,64,2,225,United Kingdom,new customer
14397.0,2,19,1890,United Kingdom,lost customer
14400.0,148,1,454,United Kingdom,loyal customer
14401.0,3,13,4507,United Kingdom,lost customer
14403.0,129,4,519,United Kingdom,new customer
14404.0,33,6,839,United Kingdom,new customer
14406.0,118,1,77,United Kingdom,new customer
14407.0,106,6,1415,United Kingdom,new customer
14408.0,10,7,1616,United Kingdom,new customer
14409.0,70,6,1230,United Kingdom,new customer
14410.0,91,9,571,United Kingdom,new customer
14411.0,310,1,196,United Kingdom,loyal customer
14412.0,42,2,786,United Kingdom,new customer
14413.0,361,1,68,United Kingdom,loyal customer
14414.0,91,7,2512,United Kingdom,new customer
14415.0,0,13,3011,United Kingdom,lost customer
14416.0,21,2,326,United Kingdom,new customer
14418.0,3,3,1711,United Kingdom,new customer
14419.0,10,6,487,United Kingdom,new customer
14420.0,98,1,334,United Kingdom,new customer
14421.0,56,2,365,United Kingdom,new customer
14422.0,0,6,2906,United Kingdom,new customer
14423.0,217,1,120,United Kingdom,loyal customer
14424.0,17,1,48,United Kingdom,new customer
14426.0,23,10,2699,United Kingdom,new customer
14427.0,49,2,228,United Kingdom,new customer
14428.0,6,5,436,United Kingdom,new customer
14431.0,302,1,130,United Kingdom,loyal customer
14432.0,9,6,2070,United Kingdom,new customer
14434.0,21,6,368,United Kingdom,new customer
14436.0,98,1,129,United Kingdom,new customer
14437.0,365,1,60,United Kingdom,loyal customer
14438.0,305,1,82,United Kingdom,loyal customer
14439.0,319,1,526,Greece,loyal customer
14440.0,7,5,588,United Kingdom,new customer
14441.0,0,4,446,United Kingdom,new customer
14442.0,204,2,482,Channel Islands,loyal customer
14443.0,53,4,938,United Kingdom,new customer
14446.0,0,4,933,United Kingdom,new customer
14447.0,18,5,571,United Kingdom,new customer
14448.0,8,2,104,United Kingdom,new customer
14449.0,18,4,757,United Kingdom,new customer
14450.0,180,3,241,United Kingdom,loyal customer
14451.0,59,2,389,United Kingdom,new customer
14452.0,10,2,119,United Kingdom,new customer
14453.0,189,1,49,United Kingdom,loyal customer
14456.0,4,9,2908,United Kingdom,new customer
14457.0,310,1,88,United Kingdom,loyal customer
14459.0,154,1,760,United Kingdom,loyal customer
14460.0,109,3,881,United Kingdom,new customer
14461.0,147,3,766,United Kingdom,loyal customer
14462.0,65,11,964,United Kingdom,new customer
14463.0,97,3,179,United Kingdom,new customer
14465.0,246,3,405,United Kingdom,loyal customer
14466.0,28,7,1006,United Kingdom,new customer
14467.0,17,4,278,United Kingdom,new customer
14470.0,11,2,193,United Kingdom,new customer
14472.0,103,8,1160,United Kingdom,new customer
14473.0,73,2,88,United Kingdom,new customer
14474.0,45,1,140,United Kingdom,new customer
14475.0,71,3,447,United Kingdom,new customer
14476.0,256,1,132,United Kingdom,loyal customer
14477.0,19,4,720,United Kingdom,new customer
14479.0,253,2,117,United Kingdom,loyal customer
14480.0,10,1,143,United Kingdom,new customer
14481.0,164,2,489,United Kingdom,loyal customer
14482.0,17,6,1646,United Kingdom,new customer
14483.0,281,1,97,United Kingdom,loyal customer
14484.0,49,1,210,United Kingdom,new customer
14485.0,38,1,71,United Kingdom,new customer
14487.0,26,6,735,United Kingdom,new customer
14488.0,67,1,799,United Kingdom,new customer
14489.0,206,1,299,United Kingdom,loyal customer
14491.0,174,2,139,United Kingdom,loyal customer
14493.0,6,5,1285,United Kingdom,new customer
14494.0,25,1,92,United Kingdom,new customer
14495.0,50,2,62,United Kingdom,new customer
14496.0,311,2,159,United Kingdom,loyal customer
14497.0,308,1,235,United Kingdom,loyal customer
14498.0,42,5,1098,United Kingdom,new customer
14499.0,25,3,501,United Kingdom,new customer
14500.0,87,3,117,United Kingdom,new customer
14501.0,183,2,161,United Kingdom,loyal customer
14502.0,19,11,1498,United Kingdom,new customer
14503.0,2,6,2004,United Kingdom,new customer
14504.0,46,4,308,United Kingdom,new customer
14505.0,16,8,2759,United Kingdom,new customer
14506.0,16,5,730,United Kingdom,new customer
14507.0,23,6,600,United Kingdom,new customer
14508.0,21,2,131,United Kingdom,new customer
14511.0,10,5,784,United Kingdom,new customer
14512.0,187,2,122,United Kingdom,loyal customer
14513.0,100,3,361,United Kingdom,new customer
14514.0,60,3,589,United Kingdom,new customer
14515.0,17,6,1134,United Kingdom,new customer
14517.0,32,2,91,United Kingdom,new customer
14518.0,63,1,278,United Kingdom,new customer
14520.0,1,2,146,United Kingdom,new customer
14522.0,23,4,525,United Kingdom,new customer
14523.0,107,1,251,United Kingdom,new customer
14524.0,31,9,676,United Kingdom,new customer
14525.0,19,9,2696,United Kingdom,new customer
14527.0,2,55,2089,United Kingdom,lost customer
14528.0,36,1,278,United Kingdom,new customer
14529.0,59,3,348,United Kingdom,new customer
14530.0,25,6,1410,United Kingdom,new customer
14532.0,235,4,284,United Kingdom,loyal customer
14533.0,24,7,4019,United Kingdom,new customer
14534.0,2,18,2047,United Kingdom,lost customer
14535.0,59,3,1831,United Kingdom,new customer
14536.0,259,1,40,United Kingdom,loyal customer
14537.0,57,1,120,United Kingdom,new customer
14538.0,64,2,155,United Kingdom,new customer
14539.0,15,2,428,United Kingdom,new customer
14540.0,9,3,421,United Kingdom,new customer
14541.0,58,8,647,United Kingdom,new customer
14542.0,185,1,19,United Kingdom,loyal customer
14543.0,28,16,679,United Kingdom,lost customer
14544.0,23,2,1543,United Kingdom,new customer
14546.0,4,5,1317,United Kingdom,new customer
14547.0,3,8,2668,United Kingdom,new customer
14548.0,150,2,256,United Kingdom,loyal customer
14549.0,310,1,136,United Kingdom,loyal customer
14550.0,10,2,394,United Kingdom,new customer
14551.0,17,2,106,United Kingdom,new customer
14552.0,151,1,91,United Kingdom,loyal customer
14553.0,18,5,493,United Kingdom,new customer
14554.0,9,4,1478,United Kingdom,new customer
14555.0,56,2,130,United Kingdom,new customer
14557.0,84,1,510,United Kingdom,new customer
14560.0,6,22,1260,United Kingdom,lost customer
14561.0,75,3,1014,United Kingdom,new customer
14562.0,3,18,1834,United Kingdom,lost customer
14565.0,95,4,1540,United Kingdom,new customer
14566.0,110,1,800,Channel Islands,new customer
14567.0,56,2,412,United Kingdom,new customer
14569.0,0,1,79,United Kingdom,new customer
14570.0,280,2,95,United Kingdom,loyal customer
14572.0,2,7,1428,United Kingdom,new customer
14573.0,179,9,544,United Kingdom,loyal customer
14576.0,371,1,12,United Kingdom,loyal customer
14577.0,12,4,353,United Kingdom,new customer
14578.0,2,1,240,United Kingdom,new customer
14581.0,16,1,217,United Kingdom,new customer
14582.0,40,1,73,United Kingdom,new customer
14583.0,5,5,792,United Kingdom,new customer
14584.0,168,4,383,United Kingdom,loyal customer
14585.0,49,1,91,United Kingdom,new customer
14586.0,276,1,444,United Kingdom,loyal customer
14587.0,18,9,761,United Kingdom,new customer
14589.0,371,1,5,United Kingdom,loyal customer
14591.0,14,4,1297,United Kingdom,new customer
14592.0,34,3,415,United Kingdom,new customer
14593.0,21,3,332,United Kingdom,new customer
14594.0,6,2,185,United Kingdom,new customer
14595.0,19,6,978,United Kingdom,new customer
14597.0,10,2,577,United Kingdom,new customer
14598.0,43,1,189,United Kingdom,new customer
14600.0,305,1,125,United Kingdom,loyal customer
14601.0,10,1,168,United Kingdom,new customer
14603.0,274,1,400,United Kingdom,loyal customer
14606.0,0,93,6224,United Kingdom,lost customer
14607.0,15,14,11766,United Kingdom,lost customer
14608.0,3,4,437,United Kingdom,new customer
14609.0,71,4,7026,United Kingdom,new customer
14616.0,242,3,104,United Kingdom,loyal customer
14618.0,8,3,264,United Kingdom,new customer
14619.0,245,1,152,United Kingdom,loyal customer
14620.0,205,2,214,United Kingdom,loyal customer
14621.0,0,5,993,United Kingdom,new customer
14622.0,184,1,146,United Kingdom,loyal customer
14623.0,31,5,419,United Kingdom,new customer
14624.0,56,2,162,United Kingdom,new customer
14625.0,195,2,335,United Kingdom,loyal customer
14626.0,23,4,1403,United Kingdom,new customer
14628.0,90,2,272,United Kingdom,new customer
14629.0,3,2,380,United Kingdom,new customer
14631.0,50,3,622,United Kingdom,new customer
14632.0,262,1,96,United Kingdom,loyal customer
14633.0,265,1,96,United Kingdom,loyal customer
14636.0,35,2,241,United Kingdom,new customer
14638.0,50,1,166,United Kingdom,new customer
14639.0,51,6,1431,United Kingdom,new customer
14640.0,23,6,886,United Kingdom,new customer
14641.0,21,1,90,United Kingdom,new customer
14642.0,58,1,76,United Kingdom,new customer
14643.0,169,2,815,United Kingdom,loyal customer
14644.0,67,2,258,United Kingdom,new customer
