CustomerID,R,F,M,Cluster
13506.0,369,2,324,new customer
13507.0,97,4,1597,lost customer
13508.0,243,1,24,new customer
13509.0,99,7,1106,lost customer
13510.0,94,4,1386,lost customer
13512.0,260,1,143,new customer
13513.0,126,1,109,lost customer
13514.0,73,1,40,lost customer
13515.0,72,4,681,lost customer
13516.0,71,3,985,lost customer
13517.0,106,3,1369,lost customer
13518.0,85,1,392,lost customer
13519.0,77,1,23,lost customer
13520.0,136,6,1649,lost customer
13521.0,0,3,736,lost customer
13522.0,29,1,44,lost customer
13523.0,199,5,1752,new customer
13524.0,80,5,324,lost customer
13525.0,247,2,394,new customer
13527.0,89,7,1692,lost customer
13529.0,78,2,74,lost customer
13531.0,204,2,174,new customer
13532.0,32,1,129,lost customer
13533.0,182,3,204,new customer
13534.0,107,25,2961,loyal customer
13536.0,74,7,2136,lost customer
13538.0,93,7,175,lost customer
13539.0,85,3,320,lost customer
13544.0,240,2,127,new customer
13546.0,200,3,359,new customer
13548.0,95,2,441,lost customer
13549.0,141,7,458,lost customer
13551.0,318,1,12,new customer
13552.0,86,12,1417,lost customer
13555.0,72,4,2660,lost customer
13557.0,280,2,546,new customer
13558.0,5,4,344,lost customer
13560.0,6,1,64,lost customer
13561.0,214,1,83,new customer
13562.0,81,3,757,lost customer
13563.0,83,2,209,lost customer
13564.0,143,3,661,lost customer
13565.0,18,2,172,lost customer
13566.0,81,2,575,lost customer
13568.0,172,1,70,new customer
13569.0,366,2,164,new customer
13570.0,242,1,161,new customer
13571.0,92,12,1759,lost customer
13572.0,205,1,534,new customer
13573.0,252,2,303,new customer
13575.0,70,5,449,lost customer
13576.0,96,18,2646,loyal customer
13577.0,92,4,791,lost customer
13579.0,368,2,176,new customer
13581.0,308,1,30,new customer
13583.0,155,1,725,lost customer
13584.0,305,1,37,new customer
13587.0,62,1,180,lost customer
13588.0,86,9,2606,lost customer
13589.0,178,2,114,new customer
13590.0,150,6,1848,lost customer
13591.0,203,3,485,new customer
13592.0,205,4,84,new customer
13593.0,107,5,731,lost customer
13594.0,52,1,359,lost customer
13596.0,5,2,406,lost customer
13598.0,46,1,58,lost customer
13599.0,84,21,3294,loyal customer
13600.0,311,1,324,new customer
13601.0,210,2,548,new customer
13602.0,64,1,267,lost customer
13603.0,25,1,164,lost customer
13606.0,242,3,279,new customer
13607.0,39,1,290,lost customer
13610.0,109,7,516,lost customer
13611.0,88,3,766,lost customer
13614.0,88,4,570,lost customer
13615.0,318,1,189,new customer
13617.0,112,3,300,lost customer
13618.0,173,1,246,new customer
13621.0,116,1,343,lost customer
13623.0,209,5,294,new customer
13626.0,252,1,209,new customer
13627.0,78,5,1269,lost customer
13629.0,98,11,4372,lost customer
13630.0,75,7,1391,lost customer
13631.0,99,11,467,lost customer
13632.0,172,5,1037,lost customer
13634.0,85,5,704,lost customer
13635.0,67,1,677,lost customer
13636.0,121,5,592,lost customer
13637.0,186,3,409,new customer
13638.0,15,1,93,lost customer
13639.0,73,1,800,lost customer
13642.0,214,1,173,new customer
13643.0,98,3,273,lost customer
13644.0,73,4,2067,lost customer
13645.0,119,1,158,lost customer
13647.0,70,4,895,lost customer
13649.0,256,2,139,new customer
13650.0,87,6,922,lost customer
13651.0,34,2,33,lost customer
13652.0,256,3,578,new customer
13654.0,144,6,2182,lost customer
13655.0,113,2,605,lost customer
13656.0,164,2,490,lost customer
13657.0,200,2,209,new customer
13658.0,84,5,1019,lost customer
13659.0,204,2,894,new customer
13662.0,85,3,543,lost customer
13663.0,178,1,91,new customer
13666.0,286,3,41,new customer
13667.0,148,1,154,lost customer
13668.0,112,21,3742,loyal customer
13669.0,149,2,237,lost customer
13670.0,74,1,282,lost customer
13672.0,300,2,57,new customer
13673.0,31,2,119,lost customer
13675.0,150,2,330,lost customer
13678.0,151,1,924,lost customer
13680.0,0,4,1936,lost customer
13681.0,154,4,360,lost customer
13682.0,186,1,10,new customer
13684.0,285,1,39,new customer
13685.0,2,7,5056,lost customer
13686.0,182,1,70,new customer
13689.0,62,1,512,lost customer
13690.0,58,1,67,lost customer
13692.0,213,3,1226,new customer
13694.0,71,50,63312,potential loyal customer
13695.0,97,15,1603,loyal customer
13697.0,38,1,177,lost customer
13699.0,154,1,66,lost customer
13700.0,92,10,2304,lost customer
13703.0,317,1,10,new customer
13704.0,73,9,1531,lost customer
13705.0,144,3,363,lost customer
13706.0,302,1,189,new customer
13707.0,266,2,351,new customer
13708.0,270,1,306,new customer
13709.0,126,13,3516,loyal customer
13710.0,31,1,176,lost customer
13711.0,218,2,140,new customer
13712.0,245,1,352,new customer
13715.0,280,5,563,new customer
13716.0,268,1,138,new customer
13717.0,128,6,1959,lost customer
13718.0,245,2,173,new customer
13719.0,204,5,609,new customer
13720.0,115,4,501,lost customer
13721.0,35,1,316,lost customer
13722.0,130,3,1401,lost customer
13723.0,216,1,43,new customer
13725.0,168,8,806,lost customer
13726.0,100,2,1054,lost customer
13727.0,33,2,162,lost customer
13728.0,106,6,458,lost customer
13730.0,135,2,488,lost customer
13731.0,218,2,278,new customer
13732.0,27,1,498,lost customer
13735.0,175,4,1130,new customer
13736.0,259,2,497,new customer
13737.0,199,1,125,new customer
13739.0,17,1,54,lost customer
13740.0,240,1,425,new customer
13741.0,71,3,218,lost customer
13742.0,89,12,1124,lost customer
13743.0,87,7,1776,lost customer
13744.0,94,2,1249,lost customer
13745.0,161,1,496,lost customer
13747.0,373,1,8,new customer
13748.0,95,5,439,lost customer
13750.0,139,5,516,lost customer
13751.0,287,1,152,new customer
13752.0,123,6,876,lost customer
13753.0,286,1,512,new customer
13754.0,151,2,214,lost customer
13755.0,2,9,1264,lost customer
13756.0,92,14,3188,loyal customer
13758.0,200,7,1844,new customer
13759.0,70,2,287,lost customer
13760.0,255,2,197,new customer
13761.0,179,2,642,new customer
13762.0,218,1,272,new customer
13763.0,62,1,728,lost customer
13764.0,70,3,932,lost customer
13767.0,80,37,7322,loyal customer
13769.0,91,10,1163,lost customer
13771.0,198,4,1477,new customer
13772.0,96,3,546,lost customer
13774.0,81,1,192,lost customer
13777.0,77,33,12897,loyal customer
13778.0,102,1,70,lost customer
13780.0,170,2,318,new customer
13781.0,250,1,30,new customer
13782.0,123,6,371,lost customer
13784.0,93,11,2493,lost customer
13786.0,366,1,136,new customer
13787.0,75,2,337,lost customer
13790.0,3,1,748,lost customer
13791.0,127,2,1200,lost customer
13792.0,286,2,92,new customer
13798.0,92,57,23948,loyal customer
13799.0,116,2,402,lost customer
13800.0,308,1,331,new customer
13801.0,66,1,168,lost customer
13802.0,138,3,2572,lost customer
13803.0,254,1,121,new customer
13804.0,96,7,1498,lost customer
13805.0,128,2,1900,lost customer
13806.0,63,1,56,lost customer
13807.0,366,1,36,new customer
13808.0,93,5,782,lost customer
13809.0,304,1,29,new customer
13810.0,28,3,312,lost customer
13811.0,183,3,68,new customer
13812.0,104,3,333,lost customer
13813.0,70,4,552,lost customer
13814.0,91,2,864,lost customer
13815.0,171,4,2560,lost customer
13816.0,23,2,269,lost customer
13817.0,351,2,211,new customer
13819.0,308,3,1109,new customer
13821.0,144,2,153,lost customer
13822.0,5,2,611,lost customer
13823.0,91,2,439,lost customer
13824.0,135,5,768,lost customer
13826.0,175,1,82,new customer
13827.0,133,3,141,lost customer
13828.0,21,1,311,lost customer
13831.0,87,6,745,lost customer
13832.0,18,1,28,lost customer
13833.0,158,1,118,lost customer
13835.0,154,4,442,lost customer
13837.0,211,2,183,new customer
13838.0,117,4,263,lost customer
13841.0,252,1,100,new customer
13842.0,71,9,1768,lost customer
13844.0,10,1,196,lost customer
13845.0,64,1,182,lost customer
13846.0,241,3,388,new customer
13848.0,91,3,3700,lost customer
13849.0,170,2,1016,lost customer
13850.0,128,1,944,lost customer
13851.0,94,3,1705,lost customer
13853.0,56,1,312,lost customer
13854.0,91,25,2296,loyal customer
13856.0,183,3,494,new customer
13858.0,56,1,75,lost customer
13859.0,325,1,129,new customer
13860.0,86,5,591,lost customer
13862.0,72,8,1688,lost customer
13863.0,247,1,224,new customer
13865.0,136,4,204,lost customer
13866.0,73,1,57,lost customer
13867.0,73,3,513,lost customer
13868.0,6,2,1964,lost customer
13869.0,122,4,1721,lost customer
13870.0,101,8,1325,lost customer
13871.0,91,13,2806,loyal customer
13873.0,119,3,140,lost customer
13874.0,357,1,180,new customer
13875.0,133,5,1316,lost customer
13876.0,63,1,36,lost customer
13877.0,85,1,108,lost customer
13878.0,53,1,475,lost customer
13880.0,87,13,1842,lost customer
13881.0,95,20,10118,loyal customer
13882.0,2,5,953,lost customer
13883.0,217,5,1436,new customer
13884.0,88,5,300,lost customer
13885.0,188,2,182,new customer
13886.0,70,1,126,lost customer
13887.0,203,1,147,new customer
13888.0,119,2,258,lost customer
13889.0,92,1,146,lost customer
13890.0,106,10,831,lost customer
13892.0,246,4,983,new customer
13893.0,297,1,190,new customer
13894.0,309,3,354,new customer
13895.0,142,4,1365,lost customer
13897.0,49,1,200,lost customer
13898.0,325,1,133,new customer
13899.0,274,2,156,new customer
13900.0,182,3,430,new customer
13901.0,71,5,1739,lost customer
13904.0,294,2,332,new customer
13908.0,79,4,1478,lost customer
13911.0,143,9,2731,lost customer
13914.0,35,2,380,lost customer
13917.0,190,2,228,new customer
13918.0,252,2,1140,new customer
13919.0,121,2,474,lost customer
13922.0,351,1,93,new customer
13923.0,52,1,185,lost customer
13924.0,71,6,1575,lost customer
13925.0,91,4,331,lost customer
13926.0,22,1,104,lost customer
13927.0,74,1,214,lost customer
13928.0,106,4,129,lost customer
13929.0,168,2,143,lost customer
13930.0,136,2,274,lost customer
13931.0,95,2,725,lost customer
13932.0,294,1,72,new customer
13933.0,108,2,205,lost customer
13934.0,263,1,390,new customer
13936.0,179,1,330,new customer
13937.0,168,1,123,lost customer
13938.0,34,1,70,lost customer
13939.0,108,3,847,lost customer
13940.0,115,4,516,lost customer
13941.0,89,5,2364,lost customer
13946.0,78,3,443,lost customer
13947.0,64,1,44,lost customer
13948.0,360,1,40,new customer
13949.0,94,6,2474,lost customer
13950.0,72,4,323,lost customer
13951.0,175,3,459,new customer
13952.0,217,2,1431,new customer
13953.0,115,7,2724,lost customer
13954.0,70,2,150,lost customer
13955.0,153,2,154,lost customer
13956.0,137,5,491,lost customer
13959.0,78,3,357,lost customer
13960.0,70,2,142,lost customer
13962.0,245,2,87,new customer
13963.0,307,4,460,new customer
13967.0,145,1,42,lost customer
13969.0,126,18,4542,loyal customer
13971.0,105,8,1844,lost customer
13972.0,70,2,187,lost customer
13973.0,286,1,109,new customer
13974.0,48,1,249,lost customer
13975.0,127,6,1732,lost customer
13976.0,206,1,154,new customer
13978.0,14,2,315,lost customer
13979.0,72,1,639,lost customer
13980.0,59,1,172,lost customer
13982.0,162,4,1136,lost customer
13983.0,88,12,1183,lost customer
13984.0,125,5,679,lost customer
13985.0,71,15,3445,loyal customer
13986.0,16,1,430,lost customer
13988.0,72,6,3044,lost customer
13989.0,238,2,1313,new customer
13990.0,212,1,190,new customer
13991.0,74,6,998,lost customer
13992.0,29,1,64,lost customer
13993.0,89,9,900,lost customer
13994.0,77,6,940,lost customer
13995.0,115,5,879,lost customer
13999.0,95,12,2243,lost customer
14000.0,210,1,710,new customer
14001.0,232,3,962,new customer
14002.0,155,2,877,lost customer
14004.0,77,7,2668,lost customer
14005.0,75,5,2478,lost customer
14006.0,115,3,641,lost customer
14009.0,197,2,365,new customer
14012.0,276,1,160,new customer
14013.0,109,3,462,lost customer
14014.0,76,1,1076,lost customer
14015.0,52,1,378,lost customer
14016.0,161,4,2125,lost customer
14019.0,97,3,1037,lost customer
14020.0,87,2,441,lost customer
14021.0,154,3,192,lost customer
14022.0,224,1,487,new customer
14023.0,249,2,345,new customer
14024.0,123,2,150,lost customer
14027.0,60,1,62,lost customer
14029.0,143,2,198,lost customer
14030.0,88,8,1479,lost customer
14031.0,73,19,5788,loyal customer
14032.0,86,11,2032,lost customer
14034.0,156,3,423,lost customer
14035.0,106,5,739,lost customer
14036.0,284,1,268,new customer
14037.0,175,2,46,new customer
14038.0,77,3,965,lost customer
14039.0,32,1,92,lost customer
14040.0,93,12,1554,lost customer
14041.0,265,1,94,new customer
14044.0,102,4,308,lost customer
14045.0,108,4,535,lost customer
14046.0,283,1,460,new customer
14047.0,72,5,381,lost customer
14048.0,304,1,288,new customer
14049.0,158,4,3870,lost customer
14050.0,105,2,689,lost customer
14051.0,91,23,3756,loyal customer
14052.0,18,1,89,lost customer
14053.0,123,2,215,lost customer
14054.0,64,1,62,lost customer
14055.0,105,1,216,lost customer
14056.0,83,23,4273,loyal customer
14057.0,88,17,4876,loyal customer
14059.0,266,1,128,new customer
14060.0,78,19,5386,loyal customer
14062.0,91,12,5593,loyal customer
14064.0,112,5,1788,lost customer
14066.0,265,1,45,new customer
14067.0,96,2,361,lost customer
14068.0,319,1,73,new customer
14071.0,259,8,995,new customer
14073.0,31,1,130,lost customer
14075.0,260,3,754,new customer
14076.0,128,1,81,lost customer
14077.0,77,5,268,lost customer
14078.0,101,6,310,lost customer
14079.0,124,1,301,lost customer
14080.0,32,1,48,lost customer
14081.0,301,2,596,new customer
14082.0,364,1,110,new customer
14083.0,125,9,732,lost customer
14085.0,140,18,3184,loyal customer
14087.0,1,1,251,lost customer
14088.0,128,13,12665,loyal customer
14089.0,56,1,134,lost customer
14090.0,324,1,72,new customer
14092.0,99,14,2066,loyal customer
14093.0,11,1,406,lost customer
14096.0,90,17,16352,loyal customer
14098.0,36,1,104,lost customer
14099.0,119,11,2179,lost customer
14100.0,137,1,64,lost customer
14101.0,72,6,6942,lost customer
14102.0,4,5,961,lost customer
14104.0,153,2,72,lost customer
14105.0,238,1,800,new customer
14107.0,95,7,1793,lost customer
14108.0,101,2,381,lost customer
14109.0,72,1,88,lost customer
14110.0,85,12,2445,lost customer
14111.0,94,4,458,lost customer
14112.0,130,7,1651,lost customer
14113.0,77,4,745,lost customer
14114.0,273,2,101,new customer
14116.0,92,5,707,lost customer
14117.0,143,1,72,lost customer
14121.0,2,4,2082,lost customer
14124.0,83,1,1618,lost customer
14125.0,77,3,1640,lost customer
14126.0,7,3,508,lost customer
14127.0,122,3,321,lost customer
14128.0,255,2,564,new customer
14129.0,95,5,592,lost customer
14130.0,318,1,258,new customer
14132.0,86,11,3368,lost customer
14133.0,129,3,348,lost customer
14135.0,75,15,3850,loyal customer
14138.0,0,2,610,lost customer
14139.0,45,1,510,lost customer
14140.0,3,2,811,lost customer
14141.0,73,4,355,lost customer
14142.0,372,1,313,new customer
14143.0,133,1,30,lost customer
14145.0,156,4,756,lost customer
14146.0,80,5,2437,lost customer
14147.0,77,2,108,lost customer
14148.0,233,1,16,new customer
14149.0,220,1,218,new customer
14150.0,359,2,496,new customer
14152.0,74,2,711,lost customer
14154.0,238,2,465,new customer
14155.0,265,1,25,new customer
14156.0,92,55,57885,potential loyal customer
14157.0,284,2,284,new customer
14158.0,39,1,781,lost customer
14159.0,95,11,4408,lost customer
14161.0,215,3,455,new customer
14162.0,173,2,142,new customer
14163.0,86,4,893,lost customer
14164.0,69,2,1033,lost customer
14165.0,274,1,54,new customer
14167.0,164,4,150,lost customer
14171.0,97,1,167,lost customer
14173.0,218,4,150,new customer
14174.0,32,1,94,lost customer
14175.0,170,3,1515,lost customer
14176.0,296,4,209,new customer
14177.0,94,4,205,lost customer
14178.0,97,7,1505,lost customer
14179.0,40,2,330,lost customer
14180.0,90,25,719,loyal customer
14184.0,65,1,127,lost customer
14185.0,330,1,6,new customer
14188.0,71,6,1162,lost customer
14189.0,95,15,3937,loyal customer
14191.0,80,13,3662,loyal customer
14193.0,269,2,445,new customer
14194.0,74,21,5840,loyal customer
14195.0,201,2,760,new customer
14196.0,106,1,142,lost customer
14198.0,86,4,290,lost customer
14199.0,217,1,28,new customer
14201.0,80,7,590,lost customer
14204.0,1,1,82,lost customer
14205.0,263,2,204,new customer
14206.0,238,1,276,new customer
14208.0,93,1,114,lost customer
14209.0,120,6,691,lost customer
14210.0,104,6,760,lost customer
14211.0,96,9,1242,lost customer
14212.0,88,1,1152,lost customer
14214.0,155,5,751,lost customer
14215.0,77,6,1358,lost customer
14216.0,2,4,594,lost customer
14217.0,73,17,689,loyal customer
14218.0,42,1,160,lost customer
14219.0,3,1,78,lost customer
14220.0,246,2,272,new customer
14221.0,79,9,2191,lost customer
14222.0,176,1,607,new customer
14223.0,91,3,585,lost customer
14224.0,109,4,514,lost customer
14226.0,70,5,1308,lost customer
14227.0,85,10,1820,lost customer
14229.0,291,3,610,new customer
14231.0,183,3,409,new customer
14232.0,114,5,1941,lost customer
14233.0,211,4,680,new customer
14234.0,29,4,963,lost customer
14235.0,74,5,1959,lost customer
14236.0,80,2,310,lost customer
14237.0,372,1,38,new customer
14238.0,325,1,111,new customer
14239.0,93,11,993,lost customer
14240.0,225,2,418,new customer
14241.0,183,1,146,new customer
14242.0,234,2,123,new customer
14243.0,94,10,1221,lost customer
14245.0,219,2,976,new customer
14246.0,110,3,804,lost customer
14247.0,277,1,47,new customer
14248.0,317,1,102,new customer
14250.0,88,3,1200,lost customer
14251.0,1,5,1674,lost customer
14256.0,259,2,414,new customer
14257.0,122,5,1682,lost customer
14258.0,89,9,7100,lost customer
14259.0,141,1,68,lost customer
14261.0,78,2,406,lost customer
14262.0,83,8,1645,lost customer
14264.0,154,2,70,lost customer
14265.0,108,2,330,lost customer
14267.0,162,3,530,lost customer
14270.0,331,1,197,new customer
14271.0,224,1,88,new customer
14272.0,73,2,599,lost customer
14273.0,135,4,264,lost customer
14276.0,98,3,744,lost customer
14277.0,211,3,1984,new customer
14280.0,196,1,52,new customer
14282.0,80,15,2668,loyal customer
14284.0,85,2,161,lost customer
14285.0,75,4,541,lost customer
14286.0,242,3,4338,new customer
14287.0,198,3,261,new customer
14288.0,212,1,188,new customer
14289.0,134,6,292,lost customer
14290.0,80,5,915,lost customer
14291.0,120,11,2749,lost customer
14292.0,87,9,1663,lost customer
14293.0,146,4,709,lost customer
14295.0,39,1,84,lost customer
14297.0,274,4,865,new customer
14298.0,71,44,58343,potential loyal customer
14299.0,78,9,2149,lost customer
14300.0,18,1,32,lost customer
14301.0,116,1,606,lost customer
14304.0,222,1,139,new customer
14305.0,70,3,1089,lost customer
14306.0,85,2,1075,lost customer
14307.0,88,6,2058,lost customer
14309.0,92,9,1633,lost customer
14311.0,242,1,146,new customer
14312.0,90,6,1012,lost customer
14314.0,106,1,296,lost customer
14315.0,128,6,1021,lost customer
14317.0,64,1,255,lost customer
14320.0,206,2,325,new customer
14321.0,73,5,2406,lost customer
14323.0,114,2,350,lost customer
14326.0,241,1,103,new customer
14327.0,162,1,139,lost customer
14329.0,107,7,3095,lost customer
14331.0,123,2,252,lost customer
14332.0,147,3,481,lost customer
14333.0,67,1,58,lost customer
14334.0,93,8,1731,lost customer
14335.0,95,2,379,lost customer
14336.0,218,4,1759,new customer
14338.0,160,2,335,lost customer
14339.0,242,1,168,new customer
14340.0,218,1,58,new customer
14341.0,129,8,1403,lost customer
14342.0,136,4,347,lost customer
14344.0,126,8,477,lost customer
14345.0,38,1,50,lost customer
14346.0,120,2,605,lost customer
14348.0,259,1,183,new customer
14349.0,9,1,86,lost customer
14350.0,273,1,183,new customer
14351.0,164,1,12,lost customer
14352.0,156,4,538,lost customer
14353.0,214,1,64,new customer
14354.0,5,2,210,lost customer
14355.0,365,1,92,new customer
14356.0,79,2,277,lost customer
14357.0,42,1,148,lost customer
14359.0,87,3,371,lost customer
14360.0,94,4,1151,lost customer
14362.0,21,1,100,lost customer
14364.0,108,8,1967,lost customer
14367.0,75,16,4438,loyal customer
14368.0,319,1,36,new customer
14371.0,294,1,34,new customer
14373.0,357,1,17,new customer
14375.0,184,1,194,new customer
14377.0,190,2,219,new customer
14379.0,294,2,292,new customer
14381.0,51,1,146,lost customer
14382.0,25,1,1237,lost customer
14383.0,163,3,817,lost customer
14385.0,8,3,159,lost customer
14386.0,296,1,54,new customer
14387.0,73,3,819,lost customer
14388.0,90,8,1941,lost customer
14389.0,190,2,729,new customer
14390.0,143,9,2136,lost customer
14393.0,217,1,13,new customer
14395.0,77,9,1693,lost customer
14396.0,370,2,225,new customer
14397.0,93,19,1890,loyal customer
14400.0,148,1,454,lost customer
14401.0,95,13,4507,loyal customer
14403.0,129,4,519,lost customer
14404.0,108,6,839,lost customer
14406.0,118,1,77,lost customer
14407.0,106,6,1415,lost customer
14408.0,94,7,1616,lost customer
14409.0,70,6,1230,lost customer
14410.0,91,9,571,lost customer
14411.0,310,1,196,new customer
14412.0,72,2,786,lost customer
14413.0,361,1,68,new customer
14414.0,91,7,2512,lost customer
14415.0,97,13,3011,loyal customer
14416.0,21,2,326,lost customer
14418.0,107,3,1711,lost customer
14419.0,73,6,487,lost customer
14420.0,98,1,334,lost customer
14421.0,211,2,365,new customer
14422.0,70,6,2906,lost customer
14423.0,217,1,120,new customer
14424.0,17,1,48,lost customer
14426.0,140,10,2699,lost customer
14427.0,63,2,228,lost customer
14428.0,78,5,436,lost customer
14431.0,302,1,130,new customer
14432.0,88,6,2070,lost customer
14434.0,71,6,368,lost customer
14436.0,98,1,129,lost customer
14437.0,365,1,60,new customer
14438.0,305,1,82,new customer
14439.0,319,1,526,new customer
14440.0,71,5,588,lost customer
14441.0,94,4,446,lost customer
14442.0,204,2,482,new customer
14443.0,138,4,938,lost customer
14446.0,79,4,933,lost customer
14447.0,195,5,571,new customer
14448.0,363,2,104,new customer
14449.0,246,4,757,new customer
14450.0,180,3,241,new customer
14451.0,193,2,389,new customer
14452.0,93,2,119,lost customer
14453.0,189,1,49,new customer
14456.0,72,9,2908,lost customer
14457.0,310,1,88,new customer
14459.0,154,1,760,lost customer
14460.0,109,3,881,lost customer
14461.0,147,3,766,lost customer
14462.0,83,11,964,lost customer
14463.0,97,3,179,lost customer
14465.0,245,3,405,new customer
14466.0,72,7,1006,lost customer
14467.0,16,4,278,lost customer
14470.0,287,2,193,new customer
14472.0,103,8,1160,lost customer
14473.0,73,2,88,lost customer
14474.0,45,1,140,lost customer
14475.0,71,3,447,lost customer
14476.0,256,1,132,new customer
14477.0,183,4,720,new customer
14479.0,253,2,117,new customer
14480.0,10,1,143,lost customer
14481.0,164,2,489,lost customer
14482.0,98,6,1646,lost customer
14483.0,281,1,97,new customer
14484.0,49,1,210,lost customer
14485.0,37,1,71,lost customer
14487.0,81,6,735,lost customer
14488.0,67,1,799,lost customer
14489.0,206,1,299,new customer
14491.0,174,2,139,new customer
14493.0,154,5,1285,lost customer
14494.0,25,1,92,lost customer
14495.0,120,2,62,lost customer
14496.0,311,2,159,new customer
14497.0,308,1,235,new customer
14498.0,115,5,1098,lost customer
14499.0,133,3,501,lost customer
14500.0,87,3,117,lost customer
14501.0,183,2,161,new customer
14502.0,148,11,1498,lost customer
14503.0,69,6,2004,lost customer
14504.0,242,4,308,new customer
14505.0,108,8,2759,lost customer
14506.0,161,5,730,lost customer
14507.0,100,6,600,lost customer
14508.0,89,2,131,lost customer
14511.0,91,5,784,lost customer
14512.0,186,2,122,new customer
14513.0,100,3,361,lost customer
14514.0,200,3,589,new customer
14515.0,190,6,1134,new customer
14517.0,141,2,91,lost customer
14518.0,63,1,278,lost customer
14520.0,290,2,146,new customer
14522.0,91,4,525,lost customer
14523.0,107,1,251,lost customer
14524.0,70,9,676,lost customer
14525.0,99,9,2696,lost customer
14527.0,70,55,2089,loyal customer
14528.0,36,1,278,lost customer
14529.0,76,3,348,lost customer
14530.0,92,6,1410,lost customer
14532.0,235,4,284,new customer
14533.0,88,7,4019,lost customer
14534.0,94,18,2047,loyal customer
14535.0,126,3,1831,lost customer
14536.0,258,1,40,new customer
14537.0,57,1,120,lost customer
14538.0,255,2,155,new customer
14539.0,15,2,428,lost customer
14540.0,74,3,421,lost customer
14541.0,168,8,647,lost customer
14542.0,185,1,19,new customer
14543.0,73,16,679,loyal customer
14544.0,360,2,1543,new customer
14546.0,76,5,1317,lost customer
14547.0,3,8,2668,lost customer
14548.0,149,2,256,lost customer
14549.0,310,1,136,new customer
14550.0,10,2,394,lost customer
14551.0,203,2,106,new customer
14552.0,150,1,91,lost customer
14553.0,218,5,493,new customer
14554.0,9,4,1478,lost customer
14555.0,301,2,130,new customer
14557.0,84,1,510,lost customer
14560.0,94,22,1260,loyal customer
14561.0,74,3,1014,lost customer
14562.0,91,18,1834,loyal customer
14565.0,95,4,1540,lost customer
14566.0,110,1,800,lost customer
14567.0,129,2,412,lost customer
14569.0,0,1,79,lost customer
14570.0,280,2,95,new customer
14572.0,109,7,1428,lost customer
14573.0,179,9,544,lost customer
14576.0,371,1,12,new customer
14577.0,163,4,353,lost customer
14578.0,2,1,240,lost customer
14581.0,15,1,217,lost customer
14582.0,40,1,73,lost customer
14583.0,143,5,792,lost customer
14584.0,182,4,383,new customer
14585.0,49,1,91,lost customer
14586.0,276,1,444,new customer
14587.0,183,9,761,new customer
14589.0,371,1,5,new customer
14591.0,212,4,1297,new customer
14592.0,34,3,415,lost customer
14593.0,198,3,332,new customer
14594.0,6,2,185,lost customer
14595.0,84,6,978,lost customer
14597.0,190,2,577,new customer
14598.0,43,1,189,lost customer
14600.0,305,1,125,new customer
14601.0,10,1,168,lost customer
14603.0,274,1,400,new customer
14606.0,92,93,6224,loyal customer
14607.0,260,14,11766,loyal customer
14608.0,85,4,437,lost customer
14609.0,71,4,7026,lost customer
14616.0,242,3,104,new customer
14618.0,8,3,264,lost customer
14619.0,245,1,152,new customer
14620.0,205,2,214,new customer
14621.0,155,5,993,lost customer
14622.0,183,1,146,new customer
14623.0,115,5,419,lost customer
14624.0,56,2,162,lost customer
14625.0,195,2,335,new customer
14626.0,122,4,1403,lost customer
14628.0,90,2,272,lost customer
14629.0,3,2,380,lost customer
14631.0,234,3,622,new customer
14632.0,262,1,96,new customer
14633.0,265,1,96,new customer
14636.0,268,2,241,new customer
14638.0,50,1,166,lost customer
14639.0,119,6,1431,lost customer
14640.0,127,6,886,lost customer
14641.0,21,1,90,lost customer
14642.0,58,1,76,lost customer
14643.0,169,2,815,lost customer
14644.0,297,2,258,new customer
14645.0,156,2,381,lost customer
14646.0,92,73,196915,potential loyal customer
14647.0,200,1,95,new customer
14649.0,71,4,1018,lost customer
14651.0,210,2,344,new customer
14652.0,76,1,53,lost customer
14653.0,0,7,950,lost customer
14655.0,70,4,1089,lost customer
14656.0,168,2,120,lost customer
14657.0,154,4,466,lost customer
14658.0,116,2,47,lost customer
14659.0,77,9,1195,lost customer
14660.0,86,2,228,lost customer
14661.0,26,1,35,lost customer
14662.0,233,4,602,new customer
14664.0,32,2,466,lost customer
14665.0,89,5,740,lost customer
14666.0,23,1,161,lost customer
14667.0,93,25,5385,loyal customer
14669.0,241,3,775,new customer
14670.0,279,2,337,new customer
14672.0,234,2,454,new customer
14673.0,366,5,1004,new customer
14675.0,15,1,341,lost customer
14676.0,78,6,2500,lost customer
14680.0,94,16,13476,loyal customer
14681.0,70,3,76,lost customer
14682.0,187,2,80,new customer
14684.0,81,5,853,lost customer
14687.0,106,1,470,lost customer
14688.0,92,21,3621,loyal customer
14689.0,208,1,76,new customer
14690.0,151,2,170,lost customer
14691.0,96,5,707,lost customer
14692.0,136,4,265,lost customer
14693.0,263,1,34,new customer
14696.0,70,7,1630,lost customer
14697.0,217,2,181,new customer
14698.0,0,5,615,lost customer
14699.0,213,1,77,new customer
14700.0,189,3,1342,new customer
14701.0,172,9,932,lost customer
14702.0,77,17,1454,loyal customer
14703.0,14,1,183,lost customer
14704.0,80,9,1082,lost customer
14705.0,197,1,100,new customer
14708.0,153,3,621,lost customer
14709.0,92,13,2484,loyal customer
14710.0,13,4,378,lost customer
14711.0,90,11,978,lost customer
14712.0,74,3,315,lost customer
14713.0,98,11,1615,lost customer
